address,price,listing_status,days_on_site,type,MLS_number,beds,baths,sq_ft_lot,garage,sq_ft,year_built,desc,bedrooms_desc,bathroom_desc,kitchen_desc,dining_room_desc,family_room_desc,fireplace_desc,flooring_desc,laundry_desc,cooling_desc,heating_desc,roof_desc,fundation_desc,pool_desc,style_desc,horse_property_desc,garage_desc,elementary_district_desc,high_school_district_desc,unit_levels_desc,sewer_desc,water_desc,hoa_fee_desc,complex_amenities_desc,zoning_desc
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,This one-of-a-kind masterpiece of sophistication offers you a world of delight unlike any other in its ability to take your breath away with every moment that you get a chance to call this home. When you think of horse property in Orange County immediately the prestigious equestrian community of Orange Park Acres comes to mind. Enjoy your own 2-stable accommodations that sit on nearly 1/3 acre & boasts a grand floor plan of nearly 4200 sq ft. 5 bedrooms 5 ½ bathrooms which includes an end-of-wing mother-in-law suite (or double master) & main floor bedroom/1.5 bathrooms & 3 fireplaces. Soaring ceilings sweeping staircase interior & exterior balconies windows galore to enjoy every view. Chef’s kitchen butler pantry & nook offer the perfect high-end amenities to host elegant dinner parties or lazy morning breakfasts. The royal jewel master suite comes with its own fireplace 2 bountiful walk-in closets his/her water closets & vanities sprawling shower & 2-person spa tub sauna plus a retreat suitable for home gym or office. Exquisite hardwood floors masterful carpentry accents & designer touches adorn throughout. Private gated grounds are perfect for entertaining with many sitting areas to enjoy the sparkling pool spa & large yard with tall t,Dressing Area Ground Floor Bedroom Master Suite/Retreat,Jack and Jill,Dishwasher Exhaust Fan Garbage Disposal Ice Maker  Microwave  Other Oven - Double Oven - Self Cleaning Oven Range - Built-In  Refrigerator Warming Drawer Exhaust Fan  Other  Pantry,Breakfast Bar Breakfast Nook Formal Dining Room,Other,Family Room Gas Burning Gas Starter Living Room Master Bedroom,–,In Laundry Room  Other,Ceiling Fan Central Forced Air,Central Forced Air,–,Slab,Heated Heated - Gas In Ground  Other Pool - Yes Spa - Private,–,Yes,Drive Through  Garage Gate/Door Opener  Other Room for Oversized Vehicle Garage: 3 Car(s),Orange Unified,Orange Unified,–,–,–,$0,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"New Construction almost ready for move in!  Our popular Plan 1X on a great lot that faces the communities signature ""Hangout"" park.  Master and 2 additional bedrooms downstairs 4th bedroom and bonus room upstairs 4.5 baths and a 3-Car Split Garage.   Generous open floor plan with stacking doors opening to the backyard located in the Award Winning Master plan of Rancho Mission Viejo and built by The New Home Company. Jenn Air Appliances White Cabinets Quartz Kitchen Countertops with a Custom Backsplash Upgraded Shower Tile Two Tone Paint upgraded Engineered wood flooring throughout and more!! Enjoy acres of community open space and countless community amenities within a short drive to the coast.",Ground Floor Bedroom,–,Dishwasher Hood Over Range  Microwave  Other Other  Pantry,Formal Dining Room In Kitchen,–,Other Location,–,In Laundry Room,Central Forced Air,Fireplace Forced Air,–,–,Community Facility Spa - Community Facility,–,–,Attached Garage  Garage  Other Garage: 3 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$189,Barbecue Area Club House Community Pool Game Room Gym / Exercise Facility  Other Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Welcome to Niguel Shores.  This SINGLE LEVEL Single Family Residence is located on a quiet street within the charming seaside community of Niguel Shores.  This home features 3 Bedrooms 2 Full Baths and has been updated throughout and has so much charm!  The home is warm and inviting once you enter the gated front courtyard which has abundant room for entertaining and outdoor dining.  The inside of the home is freshly painted and features dark hardwood flooring throughout.  There is ample room for dining and entertaining and has some added storage areas.  This home features A/C and also has ceiling fans throughout.  There is a sizable Master Suite with a large Master Bath w/ dual vanities and custom closets.  The exterior of the home has a nice sitting area both front and back and also features an above ground spa and peek ocean views from the back areas of the property.  This home is located on a great street that is very quiet and peaceful.  Niguel Shores has a great community center clubhouse complex tennis courts parks and play areas pool spa and of course our ocean front bluff park which is like no other neighborhood around.  Niguel Shores is adjacent to the Ritz Carlton Hotel the Monarch Beach Resort and also many great local restaurant and sh,Ground Floor Bedroom,–,Dishwasher Garbage Disposal  Microwave,–,–,Gas Burning Living Room,–,Hookup - Gas Dryer In Closet In Garage,Central Forced Air,Central Forced Air,–,–,Community Facility,–,–,Garage: 2 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$280,Barbecue Area Community Pool Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"HIGHLY MOTIVATED SELLER!! LOOKING TO SELL QUICKLY. SELLER HAS 1031 EXCHANGE PROPERTY ALREADY IN ESCROW. SUBMIT ALL OFFERS.
We are pleased to offer 2221 Alabama Street Huntington Beach a 3-unit apartment opportunity located in a prime rental location in Huntington Beach.  The city is home to almost 40% renters making Huntington Beach a smart place to invest.  The opportunity 2221 Alabama Street is comprised of (1) one bedroom/one bathroom unit (1) two bedroom/ one a half bathroom unit and (1) three bedroom/two bathroom unit.  Tenants enjoy garage parking patios and balconies- all while being a short distance to the beach and all of what Huntington Beach has to offer.  The offering at 2221 Alabama Street has upside potential on currents that are not subject to rent control which makes this ideal for an owner-occupy setup.  Also can be purchased together with 3 units at 211 Utica Avenue Huntington Beach.  *Great Unit Mix of 1 2 & 3-Bedrooms *Exceptionally Large Units w/Vaulted Ceilings *Less than One Mile to Seacliff Village Shopping Center and a Short Ride to Downtown HB Pier Pacific City etc. *Highly Desirable Rental Location *Perfect for Owner Occupy *4.25% Fixed Rate Financing Available *Can be Purchased Together with 3 Units at 211 Utica",–,–,–,–,–,–,–,Community Facility,–,–,–,–,None,–,–,Garage: 4 Car(s),–,–,–,–,–,–,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Quintessential Beach Cottage in the heart of Niguel Shores! Welcome home to this well appointed 3 bedroom 2 bath single level charmer complete with light bright open family room dining nook eat in kitchen and airy atrium. Upon entering you will find a lush succulent garden white picket pence and peaceful sitting area. Once inside the home you'll notice high vaulted wood-beamed ceilings and plenty of room to gather. Just beyond the spacious great room is the sunny backyard with several species of succulents large and small perfect for outdoor entertaining. After you've enjoyed the ocean breeze outside you will want to see the bedrooms one off the main living area a private master overlooking the lush yard and a secondary bedroom with walk in closet beyond that. A larger than normal 2 car garage and full driveway add to the desirability of this home and also the uncompromising amenities of Niguel Shores! Whether you enjoy tennis basketball swimming laps in the Olympic size pool or strolling down to your very own private beach access this home and neighborhood has it all! Walking distance to world-class resorts five star dining shopping and just minutes to Dana Point Harbor and the famous Laguna Beach.,Ground Floor Bedroom,–,Dishwasher Garbage Disposal,Formal Dining Room In Kitchen,–,Living Room,–,In Garage,None,Forced Air,–,–,Community Facility  Gunite  Heated In Ground Spa - Community Facility,–,–,Garage Garage: 2 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$830,Barbecue Area Club House Community Pool Conference Facilities Game Room Gym / Exercise Facility  Other Picnic Area  Playground,R-1
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Fabulous Hideaway Estate in this exclusive neighborhood  sits this highly sought after property on an oversized interior corner lot located in the  ocean close community of Summerlane with large park and community pool – just a short drive to most freeways and walking distance to dining shopping and entertainment. Approximately 2805 square feet of living space with 4 bedrooms (1 down) + loft (easily converted into bedroom #5) + family gathering room with cozy fireplace 3 baths.Gorgeous upgrades throughout including grand spiral staircase with custom iron banister upgraded wood flooring slate flooring wood blinds custom paint ceiling fans custom light fixtures and so much more! Open formal living room & grand formal dining room.Entertainer’s dream kitchen with granite countertops center preparation island sunny breakfast nook walk-in pantry and stainless steel appliances.Grand master suite with dual closets dual sinks soaking tub separate shower and much more!Spacious secondary bedrooms.Convenient interior upstairs laundry room with sink!Attached 3 car garage.Phenomenal entertainer’s backyard with built-in spa and built-in BBQ center – very easy maintenance landscaping.Walk to the community pool or park and so much more!,Dressing Area Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher  Freezer Garbage Disposal  Microwave  Other Oven - Double  Refrigerator Other,Breakfast Bar Breakfast Nook Formal Dining Room In Kitchen  Other,Other,Family Room Living Room,–,In Laundry Room  Other Upper Floor,Ceiling Fan  Other,Forced Air,–,–,Community Facility Spa - Private,–,–,Garage Gate/Door Opener  Other Garage: 2 Car(s),–,Huntington Beach Union High,–,–,–,$85,Community Pool,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Spectacular 180 degree views of the Pacific Ocean city lights and Catalina Island abound in this single-level beautifully remodeled home in the desirable community of Palacio Del Mar in San Clemente. Enter through a private gated courtyard with relaxing indoor/outdoor living spaces. Stunning stone tile floors dual pane windows and soaring cathedral ceilings compliment the bright and open floor plan. The completely remodeled kitchen features an abundance of sunlight fresh new cabinets Carrera marble counter tops full backsplash stainless steel appliances large island and direct access into the formal dining room. The great room flows seamlessly from the dining room and features beautiful built-ins wet bar with an adjacent fireplace recessed lighting and sliders to private backyard. The master suite features vaulted ceilings sweeping ocean views and private master retreat with fireplace. The newly remodeled spa inspired bathroom includes large walk-in shower with dual faucets soaking tub dual sinks and separate vanity. The secluded secondary bedroom has a private courtyard and shares the guest bath. Indoor laundry room off of the kitchen with direct access to the 2 car garage. Relax in the serene backyard with covered patio and dining area t,Dressing Area Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Exhaust Fan  Freezer Garbage Disposal Ice Maker  Microwave  Other Oven - Gas Oven - Self Cleaning  Refrigerator  Dryer  Washer Exhaust Fan  Other,Breakfast Bar Formal Dining Room,Other,Master Bedroom Other Location,–,Hookup - Gas Dryer In Kitchen Laundry Area,Ceiling Fan  None,Fireplace Forced Air  Gas,Tile,Slab,None Spa - Private,Bungalow  Mediterranean,–,Garage Gate/Door Opener  Other Garage: 2 Car(s),Capistrano Unified,Capistrano Unified,–,–,Other,$300,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Fourplex apartments is a two story garden style apartment building located in the city of Buena Park California. The subject property consists of 100% two-bedroom/one-bath units built in 1964.  The building has new exterior paint new landscape. These spacious units are separately metered for both gas and electric keeping operating expenses low.  Potential rent increase current rent is below market. In addition Lower units have large patios. Upper units have balconies. The property has a ready for use Laundry room equipped with hot water.  Back of the property leads to two 2 car shared private garages and 2 uncovered parking spots totaling 6 parking. Property located close to Knott's Berry Farm and the 91 freeway. Close to shopping local retail dining and entertainment options. The Four-unit subject property represents a rare opportunity to acquire a stable cash flow property in an ideal location of Buena Park.,–,–,–,–,–,–,–,Community Facility,–,Forced Air,–,–,None,–,–,Garage: 4 Car(s),–,–,–,–,–,–,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Stunning showcase home with luxurious features exquisite attention to detail from top to bottom. Exclusive luxury home boasts nearly 5000 sq ft of living space on a 7500 sq ft lot with 5 large bedrooms and 4.5 baths. Formal entryway opens into living room with beautiful fireplace custom made artisan redwood built-in mantle. Enormous family room has matching fireplace and mantle. High Trey ceilings recessed lighting custom made light features. Formal dining room has 12 ft coffee bar with two built-in refrigerators. Focal point of the formal dining room is floor to ceiling smoked glass built-in wine rack. Travertine marble flooring in living spaces solid Santos mahogany flooring in bedrooms and upstairs. Spacious open concept kitchen has informal dining space 10 ft plus kitchen island quartz counters top of the line gourmet Viking stainless steel appliances including 6 burner stove-2 full sized grill areas combo Convection/Microwave Steam oven. North facing part of kitchen has one full wall of folding glass doors looking out onto the stunning yard barbecue area with large slate wall fountain water feature. Two master bedrooms have large walk-in cedar lined closets with custom cabinets. Master baths-dual sinks quartz counters free standing,Master Suite/Retreat Master Suite/Retreat - 2+,–,Dishwasher Garbage Disposal  Microwave  Other Oven - Gas Oven Range - Gas Other,Formal Dining Room In Kitchen,Other,Family Room Living Room,–,Hookup - Gas Dryer In Laundry Room  Other,Central Forced Air,Forced Air,Tile,–,None,–,–,Garage  Other Garage: 3 Car(s),Garden Grove Unified,Garden Grove Unified,–,–,–,$0,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"Model-Perfect East Lake Village Estate w/Over $200K in Custom Designer Upgrades All Completed in 2017 ... Italian Porcelain Tile Wood-Look Flooring New Carpet LED Recessed Lighting Shiplap Accent Walls Custom Light Fixtures & MORE! Formal Living Rm w/Floor-to-Ceiling Stacked Stone Fireplace - Formal Dining Rm - Custom-Designed Wine Storage ""Cellar"" - Gorgeous Remodeled Kitchen w/White Soft-Close Cabinetry Cambria Quartz Counters Center Island Waterstone Faucets & Top-of-the-Line Stainless Appliances Including Built-In Oversized Sub-Zero Refrig ASKO Dishwasher & WOLF Double Ovens Warming Drawer Micro Drawer & Gas Cooktop/Griddle - Kitchen Open to Family Rm w/Fireplace & Stunning 9-Ft Folding Patio Doors Completely Open to Backyard - Spacious Master Suite w/Walk-In Closet & Retreat w/Fireplace - Luxurious Master Bath Offers Dual Quartz Vanities Custom Cabinets Soaking Tub & Walk-In Shower w/Six Shower Heads - Upstairs are 2 More Bdrms & Remodeled Full Bath Plus Bonus Rm w/Fireplace & Wet Bar - Main Floor Bdrm w/Separate Entrance & Private Bath Ideal for Guests or In-Laws - 3-Car Finished Garage w/Epoxy-Coated Flooring & Built-In Cabinets - Private Pool-Sized Backyard w/Solid Covered Patio & Grass for Pets & Play - No Mello Roos Tax – Low $80/",Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Garbage Disposal Hood Over Range  Microwave  Other Oven - Double Oven Range - Gas  Refrigerator Warming Drawer Pantry,Breakfast Nook Formal Dining Room In Kitchen,Other,Family Room Gas Starter Living Room Master Bedroom Other Location,–,In Laundry Room  Other,Ceiling Fan Central Forced Air  Other,Central Forced Air,Concrete  Tile,Slab,Community Facility In Ground Spa - Community Facility,Traditional,–,Garage  Other Storage - RV Garage: 3 Car(s),Placentia-Yorba Linda Unified,Placentia-Yorba Linda Unified,–,–,–,$80,Club House Community Pool Gym / Exercise Facility  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,This new home by Lennar features three-bedroom three-and-a-half-bathroom and 2 car garage with an open-concept layout throughout the main living area where the kitchen living and dining area effortlessly connect. The large loft off the master provides extra space and a great spot to lounge. Gorgeous outdoor living spaces such as the covered porch downstairs patio and the open-roof deck are perfect for enjoying Southern California’s warm climate. And everyone wins with a walk-in closet and private bathroom in every bedroom. Solar Panels are built in as well making it easy to be energy efficient with the other items including insulated garage door and tankless water heater. This home is a must see! Home ready fro a November move-in.,Master Suite/Retreat  Other,–,–,–,–,None,–,In Laundry Room Upper Floor,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,Other,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$297,Barbecue Area Community Pool  Other,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Great investment property in strong rental area  in famous Surf City USA! New windows and new blinds; Roof was replaced with permit in 2017. Cul-de-sac location.,–,–,–,–,–,–,–,–,Central Forced Air,Forced Air,–,–,None,–,–,Garage: 4 Car(s),–,–,–,–,–,–,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Welcome home to this South Coast Metro gem. This beautiful French Tudor style home was built 2003 and had a $200000 renovation in 2018. Upgraded functional luxury finishes installed throughout. Enjoy a light clean and bright all brand new interior complete with elegant French Oak wood floors white Carrera “Calcutta Gold” marble bathrooms designer lighting fixtures and the best appliances. An open concept floor plan and plenty of windows give the house an airy feel. The white quartz and marble kitchen dining areas and formal living room adjacent to a large patio in the walled backyard will be a hit with friends and family. Your private oasis is complete with fruit trees waterfall grass yard stone bar patio trellis and outdoor fireplace. The first floor master suite is both convenient and private featuring standing bathtub and glass shower two vanity sinks and closet room adjacent to the laundry. Upstairs are 3 additional bedrooms and a spacious activity room with panoramic view and plenty of room to play. Located within Armstrong Ranch a highly desirable gated community with 24 hour security and a peaceful park like setting. Amenities include a pristine pool jacuzzi grass park and children's playground. Move-in ready. All staged Restoration,Ground Floor Bedroom Master Suite/Retreat Master Suite/Retreat - 2+,Jack and Jill,Dishwasher Garbage Disposal  Other Oven - Gas Oven Range - Built-In Oven Range - Gas Other,Breakfast Nook Formal Dining Room In Kitchen  Other,Other Separate Family Room,Family Room Gas Burning Master Bedroom  Outside,Other,Hookup - Gas Dryer In Laundry Room Laundry Area  Other,Central Forced Air Central Forced Air - Electric Central Forced Air - Gas  Other,Central Forced Air  Fireplace  Gas,Tile,Slab,Community Facility  Heated In Ground Pool - Yes,Custom  French  Tudor,–,Attached Garage  Garage Gate/Door Opener  Other Private / Exclusive Side By Side Garage: 2 Car(s),Santa Ana Unified,Santa Ana Unified,–,–,–,$257,Barbecue Area Community Pool Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"***JUST REDUCED***This Beautifully Remodeled Contemporary ""Ocean-View"" Property is Situated in the Prestigious Neighborhood of San Marin! This Open & Airy Floor plan Boasts High Ceilings and Large Windows for Maximum Brightness Throughout this Stunning Property with a Main Floor Bedroom & Remodeled Bath. Enjoy Fashionable Dining in the Formal Dining Room with a Slider Leading to the Large Backyard with a Built-in BBQ-Perfect for Your Wonderful ""Indoor/Outdoor"" Dining Experience. Very Impressive & Beautifully Remodeled Kitchen Features a Large Center Island Accented in Exquisite Stone for Countertops Beautiful Brand New Self Closing Cabinetry Upgraded Appliances and Views of the Gorgeous Backyard with Stunning Ocean Views. The Kitchen Opens to a Spacious Great Room with an Elegant Built-in Entertainment Center Cozy Fireplace-Perfect for Your Entertaining Needs. The Master Suite has a Large Deck to Enjoy the Mesmerizing Ocean & Sunset Views & a Phenomenal Walk-in Closet Designed by ""California Closets"".  Luxurious Master Bath has been Completely Remodeled with Gorgeous Quartz Countertops Beautiful Cabinetry Separate Shower & Large Soaking Tub for You to Relax and Enjoy the Breathtaking Ocean and Sunset Views! Upstairs Features Two Spacious Bedrooms and",Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Garbage Disposal  Microwave  Other Oven - Double Oven - Gas Oven - Self Cleaning Oven Range - Gas  Refrigerator Other,Breakfast Bar Breakfast Nook Formal Dining Room In Kitchen,Separate Family Room,Family Room,–,In Laundry Room  Other,Central Forced Air,Forced Air,Tile,Slab,None,–,–,Garage  Other Garage: 3 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$199,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"Beautiful sunset views tranquil location saltwater pool & designer finishes are just a few of the amenities 17 Pisano offers. Located in the exclusive gated community of Covenant Hills this home offers the best quality thanks to custom upgrades. Chef grade kitchen NEW quartz counters & marble chevron back splash 48"" Wolf range w/6 burners griddle & double ovens 42"" Sub Zero refrigerator Sub Zero 46 bottle wine refrigerator & a 24"" Wolf microwave. The large island features a 32"" deep single sink & twin Asko dishwashers. A walk in pantry with custom shelving completes the kitchen. There is a main level office with french doors to the California Room & main level bedroom with outside access make this a PERFECT family home. Upstairs there are 3 en suite bedrooms & an over-sized master with walk in custom closet soaking tub & his / hers vanity areas featuring NEW quartz counters. The entertainers backyard has two grass areas along with a pool that features 2 waterfalls & baja shelf. An outdoor kitchen makes entertaining a breeze set the mood with a fire & relax or watch a show on the flat screen. The extended driveway offers additional parking. This home is located on the single loaded portion of a cul-de-sac with a pocket park directly across from i",Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Garbage Disposal Ice Maker  Microwave  Other Oven - Double Oven - Gas  Refrigerator Other  Pantry,Breakfast Bar Formal Dining Room In Kitchen,Other,Family Room Living Room Master Bedroom,–,In Laundry Room  Other,Ceiling Fan Central Forced Air  Other,–,Tile,–,Heated In Ground  Other Pool - Yes,Spanish,–,Garage Gate/Door Opener  Other Room for Oversized Vehicle Garage: 2 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$411,Club House Community Pool Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"Laguna Beach single-level cottage located a close 4 blocks to the best beaches! Located in the ""HIP District "" of Laguna Beach's Village with walkability to shopping coffee shops restaurants. Location location location! Built in 1938 with all the charm and well maintained with ""great bones"" for you to put your personal finishing touches. Newer windows new roof copper plumbing newer electrical skylights throughout the home whole house water softener and closets built out by Closet World. Lovingly maintained! Living room with gas fireplace and vaulted exposed wood beam ceilings. Exudes charm with it's original Fir wood floors throughout and brick flooring in the entry and dining areas.  Wainscoting throughout on side walls. Artist handmade leaded and stained glass French Doors and windows throughout. Master bath with clawfoot tub and imported Italian tile. Updated kitchen with granite countertops and designer Italian faucet. Dining room with skylight filtering in amazing natural light opens to a landscaped private back patio with expandable shade awnings. Expansive triangular lot with 111' of street frontage offers a private backyard with privacy hedges and a soothing fountain plus a private front courtyard and master bedroom with French doors th",Ground Floor Bedroom Master Suite/Retreat,–,Oven - Gas Water Softener,Breakfast Nook  Other,Other,Family Room Living Room,Brick,In Garage,Ceiling Fan  None,Central Forced Air,Metal,Raised,None,Cottage,–,Garage  Other Garage: 1 Car(s),Laguna Beach Unified,Laguna Beach Unified,–,–,–,$0,–,–
